Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Transmembrane	Subcellular location [CC]
P63142	KCNA2_RAT	reviewed	Potassium voltage-gated channel subfamily A member 2 (RAK) (RBK2) (RCK5) (Voltage-gated potassium channel subunit Kv1.2)	Kcna2	Rattus norvegicus (Rat)	499	TRANSMEM 161 182 Helical; Name=Segment S1. {ECO:0000269|PubMed:18004376, ECO:0000269|PubMed:20360102, ECO:0000269|PubMed:20534430}.; TRANSMEM 222 243 Helical; Name=Segment S2. {ECO:0000269|PubMed:18004376, ECO:0000269|PubMed:20360102, ECO:0000269|PubMed:20534430}.; TRANSMEM 255 275 Helical; Name=Segment S3. {ECO:0000269|PubMed:18004376, ECO:0000269|PubMed:20534430}.; TRANSMEM 290 310 Helical; Voltage-sensor; Name=Segment S4. {ECO:0000269|PubMed:18004376, ECO:0000269|PubMed:20534430}.; TRANSMEM 326 347 Helical; Name=Segment S5. {ECO:0000269|PubMed:18004376, ECO:0000269|PubMed:20360102, ECO:0000269|PubMed:20534430}.; TRANSMEM 389 417 Helical; Name=Segment S6. {ECO:0000269|PubMed:18004376, ECO:0000269|PubMed:20360102, ECO:0000269|PubMed:20534430}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10896669, ECO:0000269|PubMed:12151401, ECO:0000269|PubMed:14713306, ECO:0000269|PubMed:15618540, ECO:0000269|PubMed:16770729, ECO:0000269|PubMed:1715584, ECO:0000269|PubMed:17766348, ECO:0000269|PubMed:18003609, ECO:0000269|PubMed:20089912, ECO:0000269|PubMed:20805574, ECO:0000269|PubMed:21602278, ECO:0000269|PubMed:23318870, ECO:0000269|PubMed:23725331, ECO:0000269|PubMed:24472174, ECO:0000269|PubMed:2555158, ECO:0000269|PubMed:7544443, ECO:0000269|PubMed:9635436, ECO:0000305|PubMed:11086297}; Multi-pass membrane protein {ECO:0000269|PubMed:12151401, ECO:0000269|PubMed:16002581, ECO:0000269|PubMed:18004376, ECO:0000269|PubMed:20360102, ECO:0000269|PubMed:20534430, ECO:0000269|PubMed:23705070, ECO:0000305}. Membrane {ECO:0000269|PubMed:10624965, ECO:0000269|PubMed:16002581, ECO:0000269|PubMed:18004376, ECO:0000269|PubMed:18638484, ECO:0000269|PubMed:20089912, ECO:0000269|PubMed:20360102, ECO:0000269|PubMed:20534430, ECO:0000269|PubMed:23705070, ECO:0000269|PubMed:8361540}. Cell projection, Neuron projection, axon {ECO:0000269|PubMed:10624965, ECO:0000269|PubMed:12177193, ECO:0000269|PubMed:12777451, ECO:0000269|PubMed:20089912, ECO:0000269|PubMed:21602278, ECO:0000269|PubMed:8361540}. Cell junction, synapse {ECO:0000269|PubMed:8361540}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:P63141}. Cell junction, synapse, Presynapse, presynaptic cell membrane {ECO:0000250|UniProtKB:P63141}. Cell projection, Neuron projection, dendrite {ECO:0000250|UniProtKB:P63141}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:10896669}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:12151401}. Endosome {ECO:0000269|PubMed:19403695}. Perikaryon {ECO:0000269|PubMed:23318870}. Cell junction, paranodal septate junction {ECO:0000250|UniProtKB:P63141}. Note=KCNA2 by itself is detected both at the endoplasmic reticulum and at the cell membrane. Coexpression with KCNA4 or with beta subunits promotes expression at the cell membrane (PubMed:10896669, PubMed:16770729, PubMed:18003609). Coexpression with KCNA1 inhibits cell surface expression (PubMed:10896669). Surface levels are regulated both by steady-state and stimulus-induced clathrin-dependent endocytosis (PubMed:19403695). Expression at the cell surface is down-regulated in response to CHRM1 activation (PubMed:9635436). Expression at the cell surface is increased in response to the activation of beta-adrenergic receptors and increased cAMP levels (PubMed:18003609). Detected on presynaptic and postsynaptic axon segments (PubMed:12777451). In myelinated peripheral axons, clustered in the juxtaparadonal region and at an internodal line located along the mesaxon and below the Schmidt-Lanterman incisures (By similarity). {ECO:0000250|UniProtKB:P63141, ECO:0000269|PubMed:10896669, ECO:0000269|PubMed:12777451, ECO:0000269|PubMed:16770729, ECO:0000269|PubMed:18003609, ECO:0000269|PubMed:19403695, ECO:0000269|PubMed:9635436}.
Q01984	HNMT_RAT	reviewed	Histamine N-methyltransferase (HMT) (EC 2.1.1.8)	Hnmt	Rattus norvegicus (Rat)	295		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:1639806}.
B0BN18	PFD2_RAT	reviewed	Prefoldin subunit 2	Pfdn2	Rattus norvegicus (Rat)	154		SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Mitochondrion {ECO:0000250}.
Q924S1	PLCD_RAT	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase delta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 4) (1-AGP acyltransferase 4) (1-AGPAT 4) (Lysophosphatidic acid acyltransferase delta) (LPAAT-delta)	Agpat4	Rattus norvegicus (Rat)	378	TRANSMEM 11 31 Helical. {ECO:0000255}.; TRANSMEM 125 145 Helical. {ECO:0000255}.; TRANSMEM 311 331 Helical. {ECO:0000255}.; TRANSMEM 338 358 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8K4X7}; Multi-pass membrane protein {ECO:0000255}.
Q5XIF3	NDUS4_RAT	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	Ndufs4	Rattus norvegicus (Rat)	175		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O43181}; Peripheral membrane protein {ECO:0000250|UniProtKB:O43181}; Matrix side {ECO:0000250|UniProtKB:O43181}.
Q6AXM8	PON2_RAT	reviewed	Serum paraoxonase/arylesterase 2 (PON 2) (EC 3.1.1.2) (EC 3.1.1.81) (Aromatic esterase 2) (A-esterase 2) (Serum aryldialkylphosphatase 2)	Pon2	Rattus norvegicus (Rat)	354		SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
P20717	PADI2_RAT	reviewed	Protein-arginine deiminase type-2 (EC 3.5.3.15) (Peptidylarginine deiminase II) (Protein-arginine deiminase type II)	Padi2 Pad2 Pdi Pdi2	Rattus norvegicus (Rat)	665		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Y2J8}.
P70708	PADI3_RAT	reviewed	Protein-arginine deiminase type-3 (EC 3.5.3.15) (Peptidylarginine deiminase III) (Protein-arginine deiminase type III)	Padi3 Pad3 Pdi3	Rattus norvegicus (Rat)	664		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9ULW8}.
Q6NX65	PDC10_RAT	reviewed	Programmed cell death protein 10	Pdcd10	Rattus norvegicus (Rat)	210		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000269|PubMed:20332113}; Peripheral membrane protein {ECO:0000269|PubMed:20332113}; Cytoplasmic side {ECO:0000269|PubMed:20332113}. Cell membrane {ECO:0000269|PubMed:20332113}; Peripheral membrane protein {ECO:0000269|PubMed:20332113}; Cytoplasmic side {ECO:0000269|PubMed:20332113}. Note=Partially colocalizes with endogenous PXN at the leading edges of migrating cells. {ECO:0000250}.
Q0KL00	PIEZ1_RAT	reviewed	Piezo-type mechanosensitive ion channel component 1 (Membrane protein induced by beta-amyloid treatment) (Mib) (Protein FAM38A)	Piezo1 Fam38a	Rattus norvegicus (Rat)	2535	TRANSMEM 5 25 Helical. {ECO:0000255}.; TRANSMEM 27 47 Helical. {ECO:0000255}.; TRANSMEM 62 82 Helical. {ECO:0000255}.; TRANSMEM 120 140 Helical. {ECO:0000255}.; TRANSMEM 200 220 Helical. {ECO:0000255}.; TRANSMEM 223 243 Helical. {ECO:0000255}.; TRANSMEM 244 264 Helical. {ECO:0000255}.; TRANSMEM 308 328 Helical. {ECO:0000255}.; TRANSMEM 426 446 Helical. {ECO:0000255}.; TRANSMEM 458 478 Helical. {ECO:0000255}.; TRANSMEM 511 531 Helical. {ECO:0000255}.; TRANSMEM 568 588 Helical. {ECO:0000255}.; TRANSMEM 599 619 Helical. {ECO:0000255}.; TRANSMEM 626 646 Helical. {ECO:0000255}.; TRANSMEM 678 698 Helical. {ECO:0000255}.; TRANSMEM 809 829 Helical. {ECO:0000255}.; TRANSMEM 838 858 Helical. {ECO:0000255}.; TRANSMEM 912 932 Helical. {ECO:0000255}.; TRANSMEM 973 993 Helical. {ECO:0000255}.; TRANSMEM 997 1014 Helical. {ECO:0000255}.; TRANSMEM 1029 1049 Helical. {ECO:0000255}.; TRANSMEM 1146 1166 Helical. {ECO:0000255}.; TRANSMEM 1170 1190 Helical. {ECO:0000255}.; TRANSMEM 1198 1218 Helical. {ECO:0000255}.; TRANSMEM 1223 1243 Helical. {ECO:0000255}.; TRANSMEM 1263 1283 Helical. {ECO:0000255}.; TRANSMEM 1687 1707 Helical. {ECO:0000255}.; TRANSMEM 1721 1741 Helical. {ECO:0000255}.; TRANSMEM 1966 1986 Helical. {ECO:0000255}.; TRANSMEM 2007 2027 Helical. {ECO:0000255}.; TRANSMEM 2036 2056 Helical. {ECO:0000255}.; TRANSMEM 2065 2085 Helical. {ECO:0000255}.; TRANSMEM 2133 2153 Helical. {ECO:0000255}.; TRANSMEM 2181 2201 Helical. {ECO:0000255}.; TRANSMEM 2446 2466 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16854388}; Multi-pass membrane protein {ECO:0000269|PubMed:16854388}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:16854388}. Cell membrane {ECO:0000269|PubMed:16854388}; Multi-pass membrane protein {ECO:0000269|PubMed:16854388}. Cell projection, lamellipodium membrane {ECO:0000250|UniProtKB:Q92508}. Note=In erythrocytes, located in the plasma membrane. Accumulates at the leading apical lamellipodia of endothelial cells in response to shear stress (By similarity). {ECO:0000250|UniProtKB:Q92508}.
A2VD12	PBIP1_RAT	reviewed	Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein)	Pbxip1 Hpip	Rattus norvegicus (Rat)	722		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q96AQ6}. Nucleus {ECO:0000250|UniProtKB:Q96AQ6}. Note=Shuttles between the nucleus and the cytosol. Mainly localized in the cytoplasm, associated with microtubules. Detected in small amounts in the nucleus. {ECO:0000250|UniProtKB:Q96AQ6}.
P15063	MYCB_RAT	reviewed	Protein B-Myc	Mycb Bmyc	Rattus norvegicus (Rat)	168		SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9ESN0	NIBA1_RAT	reviewed	Protein Niban 1 (Protein FAM129A) (Protein Niban)	Niban1 Fam129a Niban	Rattus norvegicus (Rat)	937		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14990989}. Membrane {ECO:0000250|UniProtKB:Q9BZQ8}; Lipid-anchor {ECO:0000250|UniProtKB:Q9BZQ8}.
O08564	PLPP1_RAT	reviewed	Phospholipid phosphatase 1 (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 1) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a)	Plpp1 Lpp1 Ppap2a	Rattus norvegicus (Rat)	282	TRANSMEM 7 27 Helical. {ECO:0000255}.; TRANSMEM 54 74 Helical. {ECO:0000255}.; TRANSMEM 89 109 Helical. {ECO:0000255}.; TRANSMEM 165 185 Helical. {ECO:0000255}.; TRANSMEM 195 215 Helical. {ECO:0000255}.; TRANSMEM 230 250 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P13589	PACA_RAT	reviewed	Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	Adcyap1	Rattus norvegicus (Rat)	175		SUBCELLULAR LOCATION: Secreted.
Q5HZV9	PP1R7_RAT	reviewed	Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22)	Ppp1r7 Sds22	Rattus norvegicus (Rat)	360		SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12555814, ECO:0000269|PubMed:7498485}.
P05507	NU4LM_RAT	reviewed	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Mtnd4l mt-Nd4l Nd4l	Rattus norvegicus (Rat)	98	TRANSMEM 2 22 Helical. {ECO:0000255}.; TRANSMEM 26 46 Helical. {ECO:0000255}.; TRANSMEM 59 79 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P55161	NCKP1_RAT	reviewed	Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1)	Nckap1 Hem2 Nap1	Rattus norvegicus (Rat)	1128	TRANSMEM 995 1015 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P28660}; Single-pass membrane protein {ECO:0000250|UniProtKB:P28660}; Cytoplasmic side {ECO:0000250|UniProtKB:P28660}. Cell projection, lamellipodium membrane {ECO:0000250|UniProtKB:P28660}; Single-pass membrane protein {ECO:0000250|UniProtKB:P28660}; Cytoplasmic side {ECO:0000250|UniProtKB:P28660}. Note=At the interface between the lamellipodial actin meshwork and the membrane. {ECO:0000250|UniProtKB:P28660}.
O08662	PI4KA_RAT	reviewed	Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67)	Pi4ka Pik4ca	Rattus norvegicus (Rat)	2096		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P42356}. Cell membrane {ECO:0000250|UniProtKB:P42356}. Note=Localization to the plasma membrane is mediated by the PI4K complex and association with EFR3 (EFR3A or EFR3B), TTC7 (TTC7A or TTC7B) and FAM126 (FAM126A or FAM126B). Localization to the plasma membrane is regulated by TMEM150A. {ECO:0000250|UniProtKB:P42356}.
A4L691	PINX1_RAT	reviewed	PIN2/TERF1-interacting telomerase inhibitor 1 (Pin2-interacting protein X1)	Pinx1	Rattus norvegicus (Rat)	331		SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q96BK5}. Nucleus, nucleolus {ECO:0000269|PubMed:17624691}. Chromosome, telomere {ECO:0000250}. Chromosome, centromere, kinetochore {ECO:0000250}. Note=Localizes in nucleoli, at telomere speckles and to the outer plate of kinetochores. Localization to the kinetochore is mediated by its central region and depends on NDC80 and CENPE (By similarity). {ECO:0000250}.
Q63647	PNRC1_RAT	reviewed	Proline-rich nuclear receptor coactivator 1 (Proline-rich protein 2)	Pnrc1 Prol2	Rattus norvegicus (Rat)	296		SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q7TN39	MRGRG_RAT	reviewed	Mas-related G-protein coupled receptor member G	Mrgprg Mrgg	Rattus norvegicus (Rat)	289	TRANSMEM 14 34 Helical; Name=1. {ECO:0000255}.; TRANSMEM 50 70 Helical; Name=2. {ECO:0000255}.; TRANSMEM 81 101 Helical; Name=3. {ECO:0000255}.; TRANSMEM 124 144 Helical; Name=4. {ECO:0000255}.; TRANSMEM 165 185 Helical; Name=5. {ECO:0000255}.; TRANSMEM 201 221 Helical; Name=6. {ECO:0000255}.; TRANSMEM 223 243 Helical; Name=7. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q02765	CATS_RAT	reviewed	Cathepsin S (EC 3.4.22.27)	Ctss	Rattus norvegicus (Rat)	330		SUBCELLULAR LOCATION: Lysosome.
Q9JLJ3	AL9A1_RAT	reviewed	4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19)	Aldh9a1	Rattus norvegicus (Rat)	494		SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:10702312}.
Q5FVI4	CEND_RAT	reviewed	Cell cycle exit and neuronal differentiation protein 1	Cend1	Rattus norvegicus (Rat)	149	TRANSMEM 126 146 Helical; Anchor for type IV membrane protein. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.
Q99JD4	CLAP2_RAT	reviewed	CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2)	Clasp2	Rattus norvegicus (Rat)	1286		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:O75122}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:O75122}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:O75122}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:O75122}. Golgi apparatus {ECO:0000250|UniProtKB:Q8BRT1}. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:O75122}. Cell membrane {ECO:0000250|UniProtKB:O75122}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:O75122}. Note=Localizes to microtubule plus ends. Localizes to centrosomes, kinetochores and the mitotic spindle from prometaphase. Subsequently localizes to the spindle midzone from anaphase and to the midbody from telophase. In migrating cells localizes to the plus ends of microtubules within the cell body and to the entire microtubule lattice within the lamella. Localizes to the cell cortex and this requires ERC1 and PHLDB2. The MEMO1-RHOA-DIAPH1 signaling pathway controls localization of the phosphorylated form to the cell membrane (By similarity). {ECO:0000250|UniProtKB:O75122}.
P11442	CLH1_RAT	reviewed	Clathrin heavy chain 1	Cltc	Rattus norvegicus (Rat)	1675		SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, coated pit; Peripheral membrane protein; Cytoplasmic side. Melanosome {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:15858577}. Note=Cytoplasmic face of coated pits and vesicles. In complex with TACC3 and CKAP5 (forming the TACC3/ch-TOG/clathrin complex) localized to inter-microtubule bridges in mitotic spindles. {ECO:0000250|UniProtKB:Q00610}.
P80431	COX7B_RAT	reviewed	Cytochrome c oxidase subunit 7B, mitochondrial (Cytochrome c oxidase polypeptide VIIb)	Cox7b	Rattus norvegicus (Rat)	80	TRANSMEM 33 59 Helical. {ECO:0000250}.	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}.
G3V8H4	CBLC_RAT	reviewed	E3 ubiquitin-protein ligase CBL-C (EC 2.3.2.27) (RING-type E3 ubiquitin transferase CBL-C)	Cblc Cbl-3	Rattus norvegicus (Rat)	497		
Q4KM65	CPSF5_RAT	reviewed	Cleavage and polyadenylation specificity factor subunit 5 (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21)	Nudt21 Cpsf5	Rattus norvegicus (Rat)	227		SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O43809}. Cytoplasm {ECO:0000250|UniProtKB:O43809}. Note=Shuttles between the nucleus and the cytoplasm in a transcription- and XPO1/CRM1-independent manner, most probably in complex with the cleavage factor Im complex (CFIm). In punctate subnuclear structures localized adjacent to nuclear speckles, called paraspeckles. {ECO:0000250|UniProtKB:O43809}.
Q5XI29	CPSF7_RAT	reviewed	Cleavage and polyadenylation specificity factor subunit 7	Cpsf7	Rattus norvegicus (Rat)	462		SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8N684}. Cytoplasm {ECO:0000250|UniProtKB:Q8N684}. Note=Shuttles between the nucleus and the cytoplasm in a transcription- and XPO1/CRM1-independent manner, most probably in complex with the cleavage factor Im complex (CFIm). {ECO:0000250|UniProtKB:Q8N684}.
Q8R4S8	CRLF2_RAT	reviewed	Cytokine receptor-like factor 2 (Thymic stromal lymphopoietin protein receptor) (TSLP receptor)	Crlf2 Tslpr	Rattus norvegicus (Rat)	360	TRANSMEM 239 259 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q5XIR4	CCD33_RAT	reviewed	Coiled-coil domain-containing protein 33	Ccdc33	Rattus norvegicus (Rat)	775		
Q80XF7	CXG2_RAT	reviewed	Gap junction gamma-2 protein (Connexin-47) (Cx47) (Gap junction alpha-12 protein)	Gjc2 Gja12	Rattus norvegicus (Rat)	440	TRANSMEM 22 42 Helical. {ECO:0000255}.; TRANSMEM 79 99 Helical. {ECO:0000255}.; TRANSMEM 224 244 Helical. {ECO:0000255}.; TRANSMEM 265 285 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, gap junction.
P97696	CYH3_RAT	reviewed	Cytohesin-3 (PH, SEC7 and coiled-coil domain-containing protein 3) (SEC7 homolog C) (rSec7-3)	Cyth3 Pscd3 Sec7c	Rattus norvegicus (Rat)	400		SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Cell membrane; Peripheral membrane protein. Note=Translocates from the cytosol to membranes enriched in phosphatidylinositol 3,4,5-trisphosphate. {ECO:0000250}.
Q9EPI2	GFRA4_RAT	reviewed	GDNF family receptor alpha-4 (GDNF receptor alpha-4) (GDNFR-alpha-4) (GFR-alpha-4) (Persephin receptor)	Gfra4	Rattus norvegicus (Rat)	273		SUBCELLULAR LOCATION: Isoform A: Cell membrane; Lipid-anchor, GPI-anchor.; SUBCELLULAR LOCATION: Isoform B: Secreted {ECO:0000305}.
Q6AYU3	DNJB6_RAT	reviewed	DnaJ homolog subfamily B member 6 (Heat shock protein J2) (HSJ-2) (Hsp40 homolog) (MRJ) (MSJ-1)	Dnajb6	Rattus norvegicus (Rat)	357		SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:O75190}. Nucleus {ECO:0000250|UniProtKB:O75190}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250|UniProtKB:O75190}.
Q63251	FOXD1_RAT	reviewed	Forkhead box protein D1 (Brain factor 2) (BF-2) (HFH-BF-2) (Fragment)	Foxd1 Hfhbf2	Rattus norvegicus (Rat)	101		SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00089}.
Q498R7	CZIB_RAT	reviewed	CXXC motif containing zinc binding protein (UPF0587 protein C1orf123 homolog)	Czib	Rattus norvegicus (Rat)	160		
Q4V8G2	EID3_RAT	reviewed	EP300-interacting inhibitor of differentiation 3 (EID-3) (E1A-like inhibitor of differentiation 3) (EID-1-like inhibitor of differentiation 3) (Non-structural maintenance of chromosomes element 4 homolog B) (NS4EB) (Non-SMC element 4 homolog B)	Eid3	Rattus norvegicus (Rat)	387		SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8N140}. Cytoplasm {ECO:0000250|UniProtKB:Q8N140}. Chromosome, telomere {ECO:0000250}. Note=May shuttle between nucleus and cytoplasm. {ECO:0000250|UniProtKB:Q8N140}.
O08557	DDAH1_RAT	reviewed	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)	Ddah1 Ddah	Rattus norvegicus (Rat)	285		
B1WC10	FRITZ_RAT	reviewed	WD repeat-containing and planar cell polarity effector protein fritz homolog (WD repeat-containing and planar cell polarity effector protein)	Wdpcp	Rattus norvegicus (Rat)	726		SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q32NR9}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:Q32NR9}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q32NR9}.
Q6P6T4	EMAL2_RAT	reviewed	Echinoderm microtubule-associated protein-like 2 (EMAP-2)	Eml2 Emap2	Rattus norvegicus (Rat)	649		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Note=Colocalizes with the microtubule cytoskeleton. Colocalizes with the mitotic spindle (By similarity). {ECO:0000250}.
O88302	GNA15_RAT	reviewed	Guanine nucleotide-binding protein subunit alpha-15 (G alpha-15) (G-protein subunit alpha-15)	Gna15	Rattus norvegicus (Rat)	374		
P04563	GAST_RAT	reviewed	Gastrin [Cleaved into: Big gastrin (Gastrin-34) (G34); Gastrin]	Gast Gas	Rattus norvegicus (Rat)	104		SUBCELLULAR LOCATION: Secreted.
D3ZWZ9	GP107_RAT	reviewed	Protein GPR107	Gpr107	Rattus norvegicus (Rat)	551	TRANSMEM 263 283 Helical. {ECO:0000255}.; TRANSMEM 293 313 Helical. {ECO:0000255}.; TRANSMEM 337 357 Helical. {ECO:0000255}.; TRANSMEM 368 388 Helical. {ECO:0000255}.; TRANSMEM 402 422 Helical. {ECO:0000255}.; TRANSMEM 444 466 Helical. {ECO:0000255}.; TRANSMEM 476 495 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:26561648}; Multi-pass membrane protein {ECO:0000305}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q5VW38}; Multi-pass membrane protein {ECO:0000255}.
