"noiso"	"SPC"	"geneName"	"Transmembrane"	"CC"	"CD"	"CSPA..e"	"HLA"
"Q07008"	3	"Notch1"	"TRANSMEM 1726 1746 Helical. {ECO:0000250|UniProtKB:P46531}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q01705}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q01705}.; SUBCELLULAR LOCATION: Notch 1 intracellular domain: Nucleus {ECO:0000250|UniProtKB:Q01705}. Note=Following proteolytical processing NICD is translocated to the nucleus. Nuclear location may require MEGF10. {ECO:0000250|UniProtKB:Q01705}."	NA	NA	NA
"P23965"	0	"Eci1 Dci"	""	"SUBCELLULAR LOCATION: Mitochondrion matrix."	NA	NA	NA
"P52796"	4	"Efnb1 Eplg2 Lerk2"	"TRANSMEM 237 257 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:7936648}; Single-pass type I membrane protein {ECO:0000255}. Membrane raft {ECO:0000250|UniProtKB:P98172}. Note=May recruit GRIP1 and GRIP2 to membrane raft domains. {ECO:0000250|UniProtKB:P98172}.; SUBCELLULAR LOCATION: Ephrin-B1 C-terminal fragment: Cell membrane {ECO:0000250|UniProtKB:P98172}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: Ephrin-B1 intracellular domain: Nucleus {ECO:0000250|UniProtKB:P98172}. Note=Colocalizes with ZHX2 in the nucleus. {ECO:0000250|UniProtKB:P98172}."	NA	NA	NA
"Q32ZH4"	0	"Defb18"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250}."	NA	NA	NA
"Q63100"	0	"Dync1i1 Dnci1 Dncic1"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Chromosome, centromere, kinetochore {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250}."	NA	NA	NA
"P29321"	4	"Epha8 Eek"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O09127}; Single-pass type I membrane protein {ECO:0000255}. Cell projection {ECO:0000250|UniProtKB:O09127}. Early endosome membrane {ECO:0000250|UniProtKB:O09127}. Note=Undergoes clathrin-mediated endocytosis upon EFNA5-binding and is targeted to early endosomes. {ECO:0000250|UniProtKB:O09127}."	NA	NA	NA
"P20760"	0	"Igg-2a"	""	""	NA	NA	NA
"F1LZ52"	0	"Klhl3"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9UH77}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9UH77}."	NA	NA	NA
"B3EY83"	0	"Lcn12"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250}."	NA	NA	NA
"P00758"	0	"Ngfg Klk-1 Klk1"	""	""	NA	NA	NA
"Q00729"	0	"Hist1h2ba Th2b"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P70696}. Chromosome {ECO:0000250|UniProtKB:P70696}."	NA	NA	NA
"Q06175"	4	"Hbegf Dtr Hegfl"	"TRANSMEM 161 184 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Heparin-binding EGF-like growth factor: Secreted, extracellular space. Note=Mature HB-EGF is released into the extracellular space and probably binds to a receptor.; SUBCELLULAR LOCATION: Proheparin-binding EGF-like growth factor: Cell membrane; Single-pass type I membrane protein."	NA	NA	NA
"Q9QY78"	0	"Ikbkb Ikkb"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O14920}. Nucleus {ECO:0000250|UniProtKB:O14920}. Membrane raft {ECO:0000250|UniProtKB:O14920}. Note=Colocalized with DPP4 in membrane rafts. {ECO:0000250|UniProtKB:O14920}."	NA	NA	NA
"Q6AZ61"	3	"Lmbrd1"	"TRANSMEM 8 28 Helical; Name=1. {ECO:0000255}.; TRANSMEM 48 68 Helical; Name=2. {ECO:0000255}.; TRANSMEM 98 118 Helical; Name=3. {ECO:0000255}.; TRANSMEM 142 162 Helical; Name=4. {ECO:0000255}.; TRANSMEM 186 206 Helical; Name=5. {ECO:0000255}.; TRANSMEM 303 323 Helical; Name=6. {ECO:0000255}.; TRANSMEM 362 382 Helical; Name=7. {ECO:0000255}.; TRANSMEM 406 426 Helical; Name=8. {ECO:0000255}.; TRANSMEM 484 504 Helical; Name=9. {ECO:0000255}."	"SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	NA	NA	NA
"Q9JJZ1"	4	"Slc2a8 Glut8 Glutx1"	"TRANSMEM 26 46 Helical; Name=1. {ECO:0000255}.; TRANSMEM 71 91 Helical; Name=2. {ECO:0000255}.; TRANSMEM 97 117 Helical; Name=3. {ECO:0000255}.; TRANSMEM 128 148 Helical; Name=4. {ECO:0000255}.; TRANSMEM 157 177 Helical; Name=5. {ECO:0000255}.; TRANSMEM 183 203 Helical; Name=6. {ECO:0000255}.; TRANSMEM 258 278 Helical; Name=7. {ECO:0000255}.; TRANSMEM 294 314 Helical; Name=8. {ECO:0000255}.; TRANSMEM 321 341 Helical; Name=9. {ECO:0000255}.; TRANSMEM 369 389 Helical; Name=10. {ECO:0000255}.; TRANSMEM 406 426 Helical; Name=11. {ECO:0000255}.; TRANSMEM 440 460 Helical; Name=12. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10671487}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10671487}; Multi-pass membrane protein {ECO:0000255}. Note=Principally intracellular (PubMed:10671487). May move between intracellular vesicles and the plasma membrane (PubMed:10671487). The dileucine internalization motif is critical for intracellular sequestration (PubMed:10671487). {ECO:0000269|PubMed:10671487}."	NA	NA	NA
"Q00728"	0	""	""	"SUBCELLULAR LOCATION: Nucleus. Chromosome."	NA	NA	NA
"P02688"	0	"Mbp"	""	"SUBCELLULAR LOCATION: Myelin membrane; Peripheral membrane protein; Cytoplasmic side. Note=Cytoplasmic side of myelin."	NA	NA	NA
"Q5RJR8"	2	"Lrrc59 Rbp34"	"TRANSMEM 245 265 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Nucleus envelope {ECO:0000250}. Note=Localization in the nuclear envelope depends upon the nuclear import machinery, including KPNB1. {ECO:0000250}."	NA	NA	NA
"P30836"	4	"Sell Lnhr Ly-22"	"TRANSMEM 333 355 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1378303}; Single-pass type I membrane protein {ECO:0000305}."	" CD62L"	NA	NA
"B1WC68"	0	"Hdac8"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}."	NA	NA	NA
"Q6IFU7"	0	"Krt42 Ka22"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q6SEK1}."	NA	NA	NA
"P43245"	0	"Abcb1 Mdr1 Mdr1b Pgy1"	"TRANSMEM 43 65 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 116 136 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 186 207 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 215 235 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 294 315 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 330 351 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 710 730 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 755 775 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 831 853 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 855 874 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 935 957 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 974 995 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}. Apical cell membrane {ECO:0000250|UniProtKB:P08183}."	" CD243"	NA	NA
"Q63796"	0	"Map3k12 Muk"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q60700}. Cell membrane {ECO:0000250|UniProtKB:Q60700}. Note=Behaves essentially as an integral membrane protein. {ECO:0000250|UniProtKB:Q60700}."	NA	NA	NA
"P41135"	0	"Id1 Id-1"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus."	NA	NA	NA
"Q5PQQ7"	0	"Lix1l"	""	""	NA	NA	NA
"P09655"	0	"Spink1"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:3597401}."	NA	NA	NA
"P84588"	0	""	""	"SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:16128803}."	NA	NA	NA
"P08413"	0	"Camk2b"	""	"SUBCELLULAR LOCATION: Sarcoplasmic reticulum membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cell junction, synapse {ECO:0000269|PubMed:22579289}. Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Note=Colocalizes with the cortical actin cytoskeleton by binding to F-actin in hippocampal cells."	NA	NA	NA
"Q6IMY8"	1	"Hnrnpu Hnrpu rCG_20317"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q00839}. Nucleus matrix {ECO:0000250|UniProtKB:Q00839}. Chromosome {ECO:0000250|UniProtKB:Q00839}. Nucleus speckle {ECO:0000250|UniProtKB:Q00839}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q00839}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q00839}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q00839}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q00839}. Midbody {ECO:0000250|UniProtKB:Q00839}. Cytoplasm {ECO:0000250|UniProtKB:Q00839}. Cell surface {ECO:0000250|UniProtKB:Q00839}. Cytoplasmic granule {ECO:0000250|UniProtKB:Q00839}. Note=Localizes at inactive X chromosome (Xi) regions. Localizes in the nucleus during interphase. At metaphase, localizes with mitotic spindle microtubules (MTs). At anaphase, localizes in the mitotic spindle midzone. Localizes in spindle MTs proximal to spindle poles in a TPX2- and AURKA-dependent manner. The Ser-58 phosphorylated form localizes to centrosomes during prophase and metaphase, to mitotic spindles in anaphase and to the midbody during cytokinesis. Colocalizes with SMARCA4 in the nucleus (By similarity). Colocalizes with CBX5 in the nucleus. Colocalizes with NR3C1 in nuclear speckles. Localized in cytoplasmic ribonucleoprotein (RNP) granules containing untranslated mRNAs. {ECO:0000250|UniProtKB:Q00839, ECO:0000250|UniProtKB:Q8VEK3}."	NA	NA	NA
"D4ABL6"	1	"Mctp1"	"TRANSMEM 758 778 Helical. {ECO:0000255}.; TRANSMEM 861 881 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000269|PubMed:26195140}; Multi-pass membrane protein {ECO:0000255}. Recycling endosome {ECO:0000269|PubMed:26195140}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:A1ZBD6}."	NA	NA	NA
"O70617"	2	"Kcnj13"	"TRANSMEM 54 78 Helical; Name=M1. {ECO:0000250}.; TRANSMEM 134 155 Helical; Name=M2. {ECO:0000250}."	"SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein."	NA	NA	NA
"Q812D1"	0	"Psip1 Ledgf"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}."	NA	NA	NA
"Q99JD3"	0	"Slc25a21 Odc"	"TRANSMEM 16 36 Helical; Name=1. {ECO:0000255}.; TRANSMEM 69 88 Helical; Name=2. {ECO:0000255}.; TRANSMEM 112 132 Helical; Name=3. {ECO:0000255}.; TRANSMEM 166 186 Helical; Name=4. {ECO:0000255}.; TRANSMEM 204 224 Helical; Name=5. {ECO:0000255}.; TRANSMEM 276 296 Helical; Name=6. {ECO:0000255}."	"SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	NA	NA	NA
"Q6AY41"	3	"Tmem30a Cdc50a"	"TRANSMEM 50 70 Helical. {ECO:0000255}.; TRANSMEM 293 313 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}. Golgi apparatus {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250}. Apical cell membrane {ECO:0000250}."	NA	NA	NA
"Q62927"	2	"Cnga1 Cncg Cncg1"	"TRANSMEM 156 176 Helical; Name=H1. {ECO:0000255}.; TRANSMEM 190 208 Helical; Name=H2. {ECO:0000255}.; TRANSMEM 233 252 Helical; Name=H3. {ECO:0000255}.; TRANSMEM 291 313 Helical; Name=H4. {ECO:0000255}.; TRANSMEM 366 385 Helical; Name=H5. {ECO:0000255}.; TRANSMEM 470 490 Helical; Name=H6. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein."	NA	NA	NA
"Q3LRZ1"	0	"Crtc2 Torc2"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q53ET0}. Nucleus {ECO:0000250|UniProtKB:Q53ET0}. Note=Translocated from the nucleus to the cytoplasm on interaction of the phosphorylated form with 14-3-3 protein. In response to cAMP levels and glucagon, relocated to the nucleus. {ECO:0000250|UniProtKB:Q53ET0}."	NA	NA	NA
"P82808"	0	"Gfpt1"	""	""	NA	NA	NA
"Q5BJP2"	0	"Cwc15"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9P013}."	NA	NA	NA
"P25305"	3	"Gjb3 Cxn-31"	"TRANSMEM 21 40 Helical. {ECO:0000255}.; TRANSMEM 76 98 Helical. {ECO:0000255}.; TRANSMEM 127 149 Helical. {ECO:0000255}.; TRANSMEM 189 211 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, gap junction."	NA	NA	NA
"Q505I5"	0	"Fam133b"	""	""	NA	NA	NA
"Q7TSN5"	3	"Gpr151"	"TRANSMEM 45 65 Helical; Name=1. {ECO:0000255}.; TRANSMEM 75 95 Helical; Name=2. {ECO:0000255}.; TRANSMEM 123 143 Helical; Name=3. {ECO:0000255}.; TRANSMEM 157 177 Helical; Name=4. {ECO:0000255}.; TRANSMEM 205 225 Helical; Name=5. {ECO:0000255}.; TRANSMEM 259 279 Helical; Name=6. {ECO:0000255}.; TRANSMEM 290 310 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"Q62698"	0	"Dync1li2 Dncli2"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}."	NA	NA	NA
"Q6P9U8"	0	"Eif3h Eif3s3"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03007}."	NA	NA	NA
"Q5U3Z3"	0	"Isoc2 Isoc2b"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Localizes to the nucleus in the presence of CDKN2A. {ECO:0000250}."	NA	NA	NA
"Q562C6"	0	"Lztfl1"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}."	NA	NA	NA
"Q04667"	0	"Hes3 Hes-3"	""	"SUBCELLULAR LOCATION: Nucleus."	NA	NA	NA
"Q5RKH1"	0	"Prpf4b"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}."	NA	NA	NA
"Q925N3"	0	"Pex5l Pex2 Pex5r Trip8b"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11278749}. Membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}. Note=Some fraction is membrane associated via its interaction with RAB8B."	NA	NA	NA
"Q6IE62"	1	"Prss45 Tessp5"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000305}."	NA	NA	NA
"P47853"	1	"Bgn"	""	"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}."	NA	NA	NA
"P54001"	0	"P4ha1 P4ha"	""	"SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000250}."	NA	NA	NA
"F1M649"	0	"Nlrc4 Ipaf"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q3UP24}."	NA	NA	NA
"B4F7E7"	0	"Mpp5 Pals1"	""	"SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000250|UniProtKB:Q8N3R9}. Cell membrane {ECO:0000250|UniProtKB:Q9JLB2}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9JLB2}. Endomembrane system {ECO:0000250|UniProtKB:Q9JLB2}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9JLB2}. Cell junction, tight junction {ECO:0000250|UniProtKB:Q8N3R9}. Cell junction, adherens junction {ECO:0000250|UniProtKB:Q8N3R9}. Cell projection, Neuron projection, axon {ECO:0000250|UniProtKB:Q9JLB2}. Perikaryon {ECO:0000250|UniProtKB:Q9JLB2}. Apical cell membrane {ECO:0000250|UniProtKB:Q8N3R9}. Note=Localized to the tight junctions of epithelial cells (By similarity). Localized to the Golgi apparatus in T lymphocytes (By similarity). Localized to a subset of intracellular vesicles (By similarity). Localized to the Purkinje cell body and axon (By similarity). Localized to intercellular junctions in vascular endothelial cells (By similarity). Localized to Schmidt-Lanterman incisures, the adaxonal domain, and the inner part of paranodal loops in myelinating Schwann cells of the sciatic nerve (By similarity). Localized to apical membrane domains of the outer limiting membrane (OLM) junctions in the retina (By similarity). Colocalizes with CRB1 at the OLM, apical to the adherens junction (By similarity). Colocalizes with MPP1 in the retina at the OLM (By similarity). Colocalizes with MPP3 to the subapical region of adherens junctions in the retina OLM (By similarity). {ECO:0000250|UniProtKB:Q8N3R9, ECO:0000250|UniProtKB:Q9JLB2}."	NA	NA	NA
"Q5U2P6"	1	"Pianp Panp"	"TRANSMEM 175 195 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	NA	NA
"Q63035"	0	"Nlrp6 Nalp6 Navr Pypaf5"	""	"SUBCELLULAR LOCATION: Isoform 1: Cytoplasm {ECO:0000269|PubMed:18413781}. Inflammasome {ECO:0000250|UniProtKB:P59044}. Cell membrane {ECO:0000269|PubMed:18413781}. Nucleus membrane {ECO:0000269|PubMed:18413781}.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm {ECO:0000269|PubMed:18413781}. Cell membrane {ECO:0000269|PubMed:18413781}. Note=Predominantly expressed at the cell membrane."	NA	NA	NA
"P21807"	0	"Prph Prph1"	""	""	NA	NA	NA
"P00388"	0	"Por"	"TRANSMEM 23 43 Helical. {ECO:0000255|HAMAP-Rule:MF_03212}."	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03212}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212}."	NA	NA	NA
"Q6P686"	0	"Ostf1"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}."	NA	NA	NA
"Q8VIJ5"	0	"Oga Hexc Mea5 Mgea5"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8034696}. Cytoplasm {ECO:0000269|PubMed:8034696}."	NA	NA	NA
"P50393"	0	"Pla2g4a Cpla2 Pla2g4"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasmic vesicle {ECO:0000250}. Note=Translocates to membrane vesicles in a calcium-dependent fashion. {ECO:0000250}."	NA	NA	NA
"P61365"	0	"Ostn"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:14523025}."	NA	NA	NA
"Q80Z32"	0	"Orc1 Orc1l"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}."	NA	NA	NA
"Q5U2N3"	1	"Pitpnm1 Nir2 Pitpnm"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O00562}. Golgi apparatus, Golgi stack membrane {ECO:0000250|UniProtKB:O00562}; Peripheral membrane protein {ECO:0000250|UniProtKB:O00562}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O00562}; Peripheral membrane protein {ECO:0000250|UniProtKB:O00562}. Lipid droplet {ECO:0000250|UniProtKB:O00562}. Cleavage furrow {ECO:0000250|UniProtKB:O00562}. Midbody {ECO:0000250|UniProtKB:O00562}. Note=Peripheral membrane protein associated with Golgi stacks in interphase cells. A minor proportion is associated with the endoplasmic reticulum. Associated with lipid droplets. Dissociates from the Golgi early on in mitosis and localizes to the cleavage furrow and midbody during cytokinesis. {ECO:0000250|UniProtKB:O00562}."	NA	NA	NA
"Q00961"	2	"Grin2c"	"TRANSMEM 555 573 Helical. {ECO:0000250|UniProtKB:Q00960}.; TRANSMEM 628 643 Helical. {ECO:0000250|UniProtKB:Q00960}.; TRANSMEM 815 834 Helical. {ECO:0000250|UniProtKB:Q00960}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1350383, ECO:0000269|PubMed:28126851, ECO:0000269|PubMed:8428958}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q14957}. Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q14957}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q14957}."	NA	NA	NA
"P09320"	0	"Prl4a1 Prlpa"	""	"SUBCELLULAR LOCATION: Secreted."	NA	NA	NA
"Q63120"	3	"Abcc2 Cmoat Cmrp Mrp2"	"TRANSMEM 27 47 Helical; Name=1. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 68 88 Helical; Name=2. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 93 113 Helical; Name=3. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 126 146 Helical; Name=4. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 165 185 Helical; Name=5. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 310 330 Helical; Name=6. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 357 377 Helical; Name=7. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 434 454 Helical; Name=8. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 458 478 Helical; Name=9. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 541 561 Helical; Name=10. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 584 604 Helical; Name=11. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 968 988 Helical; Name=12. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 1030 1050 Helical; Name=13. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 1094 1114 Helical; Name=14. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 1116 1136 Helical; Name=15. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 1208 1228 Helical; Name=16. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 1231 1251 Helical; Name=17. {ECO:0000255|PROSITE-ProRule:PRU00441}."	"SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}."	NA	NA	NA
"P63016"	0	"Pax6 Pax-6 Sey"	""	"SUBCELLULAR LOCATION: Isoform 1: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108, ECO:0000255|PROSITE-ProRule:PRU00381, ECO:0000269|PubMed:24952136}.; SUBCELLULAR LOCATION: Isoform 5a: Nucleus {ECO:0000269|PubMed:24952136}."	NA	NA	NA
"Q5XI70"	0	"Pcgf6 Rnf134"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9BYE7}."	NA	NA	NA
"Q66HD3"	0	"Nasp"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q99MD9}. Nucleus {ECO:0000250|UniProtKB:Q99MD9}."	NA	NA	NA
"P47824"	4	"P2rx1"	"TRANSMEM 29 50 Helical; Name=1. {ECO:0000255}.; TRANSMEM 339 358 Helical; Name=2. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein."	NA	NA	NA
"Q63788"	0	"Pik3r2"	""	""	NA	NA	NA
"P08460"	0	"Nid1 Nid"	""	"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane."	NA	NA	NA
"Q6GUG4"	4	"P2ry13"	"TRANSMEM 33 53 Helical; Name=1. {ECO:0000255}.; TRANSMEM 61 81 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 121 Helical; Name=3. {ECO:0000255}.; TRANSMEM 145 165 Helical; Name=4. {ECO:0000255}.; TRANSMEM 194 214 Helical; Name=5. {ECO:0000255}.; TRANSMEM 238 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 282 302 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"P21769"	0	"Odf1 Odf27 Odfp Rt7"	""	""	NA	NA	NA
"P32232"	0	"Cbs"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P35520}. Nucleus {ECO:0000250|UniProtKB:P35520}."	NA	NA	NA
"G3V7X8"	0	"Cyp26b1"	""	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}."	NA	NA	NA
"Q925T8"	0	"Brinp1 Brinp Dbc1 Dbccr1 Fam5a"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}."	NA	NA	NA
"Q5U2P1"	2	"Cnnm2 Acdp2"	"TRANSMEM 251 271 Helical. {ECO:0000255}.; TRANSMEM 339 359 Helical. {ECO:0000255}.; TRANSMEM 369 389 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	NA	NA	NA
"Q4KM79"	0	"Dusp11 Pir1"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O75319}. Nucleus speckle {ECO:0000250|UniProtKB:O75319}."	NA	NA	NA
